AC#,Artist,Title,Date,Medium,Dimensions,Category,,,,,
619809,"REID, George Agnew",Foreclosure of the Mortgage,1893-1935,oil on canvas,"sight: 182 x 273.5 cm / 71 5/8"" x 107 5/8""; frame: 207.5 x 298 cm / 81 5/8"" x 117 3/8""",painting,,,,,
621149,"REID, George Agnew",Glimpse of the . . . Port Hope,1926,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621197,"REID, George Agnew",Governor's Garden,1926,oil on board,"sight: 23 x 29.1 cm / 9"" x 11 1/2""; frame: 38.2 x 44.1 cm / 15"" x 17 3/8""",painting,,,,,
622051,"REID, George Agnew",Harvest Fields,c. 1925,oil on canvas,"30.5 x 25.4 cm / 12"" x 10""",painting,,,,,
621219,"REID, George Agnew",Head of Nun,1885,oil on board,"sight: 29 x 23.7 cm / 11 3/8"" x 9 3/8""; frame: 47 x 41.6 cm / 18 1/2"" x 16 3/8""",painting,,,,,
621125,"REID, George Agnew","Herridge Lake, Ferguson Highway",1929,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
621192,"REID, George Agnew","Hills and Clouds, Catskills",1914,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621176,"REID, George Agnew",Hills in Distance,1911,pastel on paper,"24.1 x 28.6 cm / 9 1/2"" x 11 1/4""; frame: 44.4 x 42.5 cm / 17 1/2"" x 16 3/4""",work on paper,,,,,
623031,"REID, George Agnew",In the Park,1927,oil on canvas,"62.5 x 74.9 cm / 24 5/8"" x 29 1/2""",painting,,,,,
632969,"REID, George Agnew","Jacques Cartier Erects a Cross, 1536",193?,oil on card,"sight: 46 x 60.4 cm / 18 1/8"" x 23 3/4""; frame: 61.2 x 75.8 cm / 24 1/8"" x 29 7/8""",painting,,,,,
621188,"REID, George Agnew","Kirkland Lake, The Mines",1928,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 41 x 46 cm / 16 1/8"" x 18 1/8""",painting,,,,,
622020,"REID, George Agnew","La Petite Eglise, I'lle d'Orleans",1926,oil on canvasboard,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621199,"REID, George Agnew","Lacy Willows, Toronto Environs",1933,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
622588,"REID, George Agnew",Lake Mindemoya,1931,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
619840,"REID, George Agnew",Lake through the Birches,1936,oil on canvas,"sight: 54.7 x 90.7 cm / 21 1/2"" x 37 3/4""; frame: 72.5 x 108.5 cm / 28 1/2"" x 42 3/4""",painting,,,,,
621201,"REID, George Agnew",Lumber Piling (Algoma Searchmont),1927,oil on canvas,"sight: 29.3 x 23.9 cm / 11 1/2"" x 9 3/8""; frame: 46 x 41 cm / 18 1/8"" x 16 1/8""",painting,,,,,
621208,"REID, George Agnew","Magpie Falls, Michipierth Harbour",1927,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.7 x 43.7 cm / 15 1/4"" x 17 1/4""",painting,,,,,
621165,"REID, George Agnew",Michaelmas Daisies,1937,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
623111,"REID, George Agnew",Mortgaging the Homestead,1890,oil on canvas,"sight: 27 x 42.2 cm / 10 5/8"" x 16 5/8""; frame: 40 x 55 cm / 15 3/4"" x 21 5/8""",painting,,,,,
621139,"REID, George Agnew",Mouth of Abitibi Canyon,1929,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
658473,"REID, George Agnew",Music,1899?,oil on canvas,"229.3 x 69.5 cm / 90 1/4"" x 27 3/8""",painting,,,,,
621167,"REID, George Agnew",Notre Dame des Victoires,1926,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 47.4 x 42 cm / 18 5/8"" x 16 1/2""",painting,,,,,
619721,"REID, George Agnew",Oaks in Autumn,1908,oil on canvas,"62.2 x 74.9 cm / 24 1/2"" x 29 1/2""",painting,,,,,
621210,"REID, George Agnew",Oat Harvest,1912,pastel on cardboard,"20.3 x 23.5 cm / 8"" x 9 1/4""",painting,,,,,
621170,"REID, George Agnew","On the Terrace, Quebec",1926,oil on wood panel,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 47.4 x 42 cm / 18 5/8"" x 16 1/2""",painting,,,,,
621163,"REID, George Agnew",Ontario Pasture,1927,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621173,"REID, George Agnew",Ottawa River,1931,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
622059,"REID, George Agnew",Overlooking the Pond,1922,oil on canvasboard,"14.3 x 21.3 cm / 5 5/8"" x 8 3/8""",portrait,,,,,
621135,"REID, George Agnew",Pines and Birches,1934,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
621155,"REID, George Agnew",Port Hope Mill Pond,1925,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
605049,"REID, George Agnew","Portrait of Henrietta Vickers, Artist",c. 1894,oil on canvas,"sight: 88 x 52.5 cm / 34 5/8"" x 20 5/8""; frame: 103.2 x 68 cm / 40 5/8"" x 26 3/4""",painting,,,,,
622021,"REID, George Agnew",Portrait of Norah Blake,c. 1910,pastel on paper,"75.6 x 50.2 cm / 29 3/4"" x 19 3/4""",work on paper,,,,,
622025,"REID, George Agnew",Portrait of S.M. Jones (Sam Jones) not the Evangelist,1893,oil on board,"sight: 39 x 28 cm / 15 3/8"" x 11""; frame: 56 x 45 cm / 22"" x 17 3/4""",painting,,,,,
622037,"REID, George Agnew",Quiet Water,1920,oil on canvas,"76.2 x 101.6 cm / 30"" x 40""",painting,,,,,
621147,"REID, George Agnew",Racing Water,1936,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621157,"REID, George Agnew",Rapids on the Ganaraska,1927,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 42 x 47.4 cm / 16 1/2"" x 18 5/8""",painting,,,,,
623112,"REID, George Agnew",Reading,1900,pastel on paper,"59.7 x 44.5 cm / 23 1/2"" x 17 1/2""",work on paper,,,,,
622053,"REID, George Agnew",Reading the Bible,1930,oil on canvas,"74.9 x 99.7 cm / 29 1/2"" x 39 1/4""",painting,,,,,
621136,"REID, George Agnew","Red Pines, Lowell Lake, Temagami",1934,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
621124,"REID, George Agnew",Reflections,1934,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
621128,"REID, George Agnew",Rice Lake Shore,1929,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621161,"REID, George Agnew",Ripening Fields near Port Hope,1925,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",portrait,,,,,
621160,"REID, George Agnew","Ripening Fields, Port Hope",1927,oil on board,"30.5 x 25.4 cm / 12"" x 10""",painting,,,,,
622022,"REID, George Agnew","Rocks and Surf, St. Ives",1924,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621123,"REID, George Agnew",Rocks and Water,1934,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
622023,"REID, George Agnew",Saint Ives Harbour,1924,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
626204,"REID, George Agnew","Sawmill Interior, Searchmont",1927,pastel on paper,"25.4 x 35.6 cm / 10"" x 14""",work on paper,,,,,
619826,"REID, George Agnew",Shingle Makers,1926,oil on canvas,"75.6 x 101 cm / 29 3/4"" x 39 3/4""",painting,,,,,
621168,"REID, George Agnew",Sous le cap,1926,oil on wood panel,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 47.4 x 42 cm / 18 5/8"" x 16 1/2""",painting,,,,,
626202,"REID, George Agnew",Streak of Sunlight,1916,pastel on paper,"25.4 x 30.5 cm / 10"" x 12""; frame: 43.4 x 47.4 cm / 17 1/4"" x 18 1/2""",work on paper,,,,,
621206,"REID, George Agnew",Study for a Quiet Inlet,1928,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621204,"REID, George Agnew",Study for Ragged Birches,1929,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
621214,"REID, George Agnew",Study for Sunset on Lake Temagami,1934,oil on board,"sight: 30 x 24.7 cm / 11 7/8"" x 9 3/4""; frame: 38 x 32.7 cm / 15"" x 12 7/8""",painting,,,,,
621164,"REID, George Agnew","Study for Sunshine and Shower, Belfountain",1931,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
621196,"REID, George Agnew","Stunted Maples, Temagami",1927,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
626201,"REID, George Agnew",Sunlight in the Woods,1911,pastel on paper,"25.4 x 30.5 cm / 10"" x 12""; frame: 43.4 x 47.4 cm / 17 1/4"" x 18 1/2""",work on paper,,,,,
632657,"REID, George Agnew",Sunset on Lake Temagami,1939,oil on board,"61 x 45.7 cm / 24"" x 18""; frame: 78.7 x 63.5 cm / 31"" x 25""",painting,,,,,
621177,"REID, George Agnew",Tannersville Village,1914,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621132,"REID, George Agnew",Temagami,1927,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621119,"REID, George Agnew","The Bay, Dorset No. 2",1936,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
624400,"REID, George Agnew",The Brook at Evening,1922,oil on canvas,"sight: 74.2 x 61.7 cm / 29 1/4"" x 24 1/4""; frame: 88.5 x 76 cm / 34 7/8"" x 30""",painting,,,,,
621194,"REID, George Agnew","The Cloud, Catskills",1915,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 42 x 47.4 cm / 16 1/2"" x 18 5/8""",painting,,,,,
621151,"REID, George agnew",The Clover Field,1927,oil on board,"sight: 24.5 x 29.5 cm / 9 5/8"" x 11 5/8""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621184,"REID, George Agnew",The Cumulus Cloud,1910,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
623331,"REID, George Agnew",The Dark Canyon,1929,watercolour on paper,"51.4 x 33.7 cm / 20 1/4"" x 13 1/4""",work on paper,,,,,
619834,"REID, George Agnew",The Discoverers,1930,furniture,"each panel: 32.6 x 38.1 cm / 12 7/8"" x 15""; overall: 121.9 x 244 x 50.5 cm / 48"" x 96 1/8"" x 19 7/8""",furnishings,,,,,
622060,"REID, George Agnew",The Drinking Place,1895,oil on canvas,"sight: 33.9 x 29.2 cm / 13 3/8"" x 11 1/2""; frame: 47.5 x 42.9 cm / 18 3/4"" x 16 7/8""",painting,,,,,
654437,"REID, George Agnew",The Edge of the Valley,1935/1938,oil on board,"32 x 23.2 cm / 12 5/8"" x 9 1/8""",painting,,,,,
621122,"REID, George Agnew",The Ferguson Highway,1928,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
621180,"REID, George Agnew",The Garden Path,1908,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
621143,"REID, George Agnew","The Harbour, Tobermory",1931,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
619838,"REID, George Agnew",The Homeseekers,1910,oil on canvas,"180.3 x 273 cm / 71"" x 107 1/2""",painting,,,,,
622026,"REID, George Agnew",The Homeseekers [study],1910,pastel on paper,"43.2 x 62.9 cm / 17"" x 24 3/4""",work on paper,,,,,
622024,"REID, George Agnew","The Lone Beech, Pioneer Roadway",1928,oil on board,"sight: 29 x 34.2 cm / 11 3/8"" x 13 1/2""; frame: 43 x 48.2 cm / 17"" x 18 7/8""",painting,,,,,
621156,"REID, George Agnew","The Marshes, Port Hope",1924,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
621158,"REID, George Agnew","The Meadow Brook, near Woodbridge",1924,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
621220,"REID, George Agnew","The Northern Entrance to Orient Bay, Lake Nipigon",1929,oil on canvas,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 42.4 x 47.3 cm / 16 5/8"" x 18 5/8""",painting,,,,,
621185,"REID, George Agnew",The Old Apple Tree,1914,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 47.4 x 42 cm / 18 5/8"" x 16 1/2""",painting,,,,,
621181,"REID, George Agnew",The Onteora Trail,1915,oil on canvasboard,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
622039,"REID, George Agnew",The Picnic,1932,oil on canvas,"76.5 x 63.8 cm / 30 1/8"" x 25 1/8""",painting,,,,,
622028,"REID, George Agnew",The Prospectors,1933,oil on canvas,"sight: 122.5 x 148 cm / 48 1/4"" x 58 1/4""",painting,,,,,
621159,"REID, George Agnew",The Rippling Stream,1927,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.7 x 43.7 cm / 15 1/4"" x 17 1/4""",painting,,,,,
621202,"REID, George Agnew",The Sawmill at Dwight (Lake of Bays),1935,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
632970,"REID, George agnew","The Short Portage - The Carrying Place, La Salle on the way over the Humber River to the Holland River and on to Lake Simcoe",n.d.,oil on board,"sight: 30.5 x 88.5 cm / 12"" x 34 7/8""; frame: 45.7 x 104 cm / 18"" x 41""",painting,,,,,
635406,"REID, George Agnew",The Snake Fence,1934,oil on canvas,"sight: 75.2 x 100.5 cm / 29 5/8"" x 39 1/2""; frame: 87.5 x 113 cm / 34 1/2"" x 44 1/2""",painting,,,,,
621148,"REID, George Agnew",The Torrent,1936,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
622052,"REID, George Agnew",The Treaty Line,1933,oil/pastel on board,"30.5 x 54.6 cm / 12"" x 21 1/2""",painting,,,,,
622101,"REID, George Agnew",The Valley Beyond,c. 1913,oil on canvas,"27.3 x 79.7 cm / 10 3/4"" x 31 3/8""",painting,,,,,
619837,"REID, George Agnew",The Valley of the Agawa,1932,oil on canvas,"101.6 x 127 cm / 40"" x 50""",painting,,,,,
621153,"REID, George Agnew",The Waterfall,1927,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
622061,"REID, George Agnew",The Wheelbarrow,1905,oil on board,"13.7 x 21.4 cm / 5 3/8"" x 8 3/8""",painting,,,,,
619708,"REID, George Agnew",The Woodcutter,1907,oil on canvas,"133.4 x 104.1 cm / 53 1/2"" x 41""",painting,,,,,
621172,"REID, George Agnew",Through the Heavy Timber,1932,oil on board,"30.5 x 25.4 cm / 12"" x 10""",painting,,,,,
621182,"REID, George Agnew","Through the Woods, Onteora",1915,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
621118,"REID, George Agnew","Trading Lake, Dorset",1935,oil on board,"25.4 x 30.5 cm / 10"" x 12""",painting,,,,,
622033,"REID, George Agnew",Tranquility,1906,oil on canvas,"sight: 130.2 x 100.6 cm / 51 1/4"" x 39 5/8""; frame: 151.3 x 121.7 cm / 59 5/8"" x 48""",painting,,,,,
621166,"REID, George Agnew","Tree Boles, Toronto Environs",1932,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
621207,"REID, George Agnew","Trout Brook, Algoma Study",1925,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
621145,"REID, George Agnew",Turquoise Water,1931,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.9 x 44 cm / 15 2/8"" x 17 3/8""",painting,,,,,
621174,"REID, George agnew",Untitled,1921,watercolour on paper,"22.2 x 32.4 cm / 8 3/4"" x 12 3/4""; frame: 41.5 x 50 cm / 16 1/4"" x 19 3/4""",work on paper,,,,,
658489,"REID, George agnew",Untitled,1922,pastel on paper,"30 x 36 cm / 11 7/8"" x 14 1/8""; frame: 49.5 x 53.3 cm / 12 1/2"" x 21""",work on paper,,,,,
636037,"REID, George agnew",Untitled [early landscape],1887,oil on canvas,"29.2 x 26.7 cm / 11 1/2"" x 10 1/2""",painting,,,,,
619794,"REID, George Agnew",Untitled [haytime],1942,oil on canvas,"sight: 75.1 x 62.3 cm / 29 1/2"" x 24 1/2""; frame: 94.5 x 81.5 cm / 37 1/4"" x 32 1/8""",painting,,,,,
619839,"REID, George agnew",Untitled [The Valley of the Agawa],1935,oil on canvas,"45.7 x 61 cm / 18"" x 24""",painting,,,,,
622620,"REID, George Agnew",Upland Pasture,1926,oil on canvas,"sight: 75.2 x 62.5 cm / 29 5/8"" x 24 5/8""; frame: 96.3 x 84 cm / 39 7/8"" x 33 1/8""",painting,,,,,
621140,"REID, George Agnew","Virgin Falls, Lake Nipigon",1929,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 38.5 x 43.5 cm / 15 1/8"" x 17 1/8""",painting,,,,,
622050,"REID, George Agnew",Wheat Harvest,1935,oil on canvasboard,"23.8 x 28.6 cm / 9 3/8"" x 11 1/4""",painting,,,,,
,,,,,,,,,,,
621126,"REID, George Agnew","Wilson Lake, Temagami, Study",1929,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
621198,"REID, George Agnew",Wolfesfield Garden,1926,oil on board,"sight: 23 x 29.1 cm / 9"" x 11 1/2""; frame: 38.2 x 44.1 cm / 15"" x 17 3/8""",painting,,,,,
621131,"REID, George agnew",Wood Trail,1934,oil on board,"30.5 x 25.4 cm / 12"" x 10""",painting,,,,,
621179,"REID, George Agnew",Woodland Path,1914,oil on board,"30.5 x 25.4 cm / 12"" x 10""",painting,,,,,
621187,"REID, George Agnew",Wright Hargreaves Mines,1928,oil on board,"sight: 24.3 x 29.3 cm / 9 1/2"" x 11 1/2""; frame: 41 x 46 cm / 16 1/8"" x 18 1/8""",painting,,,,,
621190,"REID, George Agnew",Young Birches,1914,oil on board,"sight: 29.3 x 24.3 cm / 11 1/2"" x 9 1/2""; frame: 43.5 x 38.5 cm / 17 1/8"" x 15 1/8""",painting,,,,,
619739,"REID, Mary Augusta Hiester",A Harmony in Gray and Yellow,1897,oil on canvas,"sight: 34 x 91 cm / 13 3/8"" x 35 7/8""; frame: 53.5 x 110.3 cm / 21 1/8"" x 43 3/8""",painting,,,,,
692728,"REID, Mary Augusta Hiester",A Poppy Garden,n.d.,oil on canvas,"sight: 58.1 x 43 cm / 22 7/8"" x 17""; frame: 72.3 x 57.5 cm / 28 1/2"" x 22 5/8""",painting,,,,,
635838,"REID, Mary Augusta Hiester",Afternoon Sunlight,n.d.,oil on canvas,"41.3 x 51.4 cm / 16 1/4"" x 20 1/4""",painting,,,,,
622001,"REID, Mary Augusta Hiester",Pines at Sunset,n.d.,oil on canvas,"sight: 72.2 x 49.2 cm / 28 3/8"" x 19 3/8""; frame: 86.8 x 64 cm / 34 1/8"" x 25 1/4""",painting,,,,,
623358,"REID, Mary Augusta Hiester",Roses,n.d.,oil on canvas,"sight: 39 x 49.7 cm / 15 3/8"" x 19 1/2""; frame: 58.5 x 69.3 cm / 23"" x 27 1/4""",painting,,,,,
101096,"REIM, Marianne",Das Buch XIV Ontario,1997,mixed media,"book and stand: 104.1 x 34.2 x 58.4 cm / 41"" x 13 1/2"" x 23""",mixed media,,,,,
633769,"REITZENSTEIN, Reinhard",Network [maquette],1984,wood,"sculpture: 22.9 x 61 x 15.2 cm / 9"" x 24"" x 6""; base: 6.4 x 61 x 38.1 cm / 2 1/2"" x 24"" x 15""",sculpture,,,,,
636646,"REITZENSTEIN, Reinhard",Voices [25 parts],n.d.,metal,"38.7 x 40.6 x 1.9 cm / 15 1/4"" x 16"" x 3/4"" each part",sculpture,,,,,
634906-01,"REITZENSTEIN, Reinhard","Voices [maquette, part 1 of 2]",1984,wood,"38.7 x 40.6 x 1.9 cm / 15 1/4"" x 16"" x 3/4""",sculpture,,,,,
634906-02,"REITZENSTEIN, Reinhard","Voices [maquette, part 2 of 2]",1984,ink drawing,"43.2 x 35.6 cm / 17"" x 14""",work on paper,,,,,
637073,"REMAN, A.",Untitled [landscape],n.d.,oil on canvas,"61 x 51 cm / 24"" x 20 1/8""; frame: 71.2 cm x 60.4 cm / 28"" x 23 3/4""",painting,,,,,
101097,"RENNER, Doreen",Urban Sprawl,2005,acrylic on paper,"38.1 x 55.8 cm / 15"" x 22""",work on paper,,,,,
624417,"RENNIE, John Barrie",White Trilliums,1962,oil on canvas,"91.4 x 61 cm / 36"" x 24""",painting,,,,,
635834,"RETTER, F.W.",Untitled [New York Skyline],n.d.,oil on canvas,"59.7 x 90.2 cm / 23 1/2"" x 35 1/2""",painting,,,,,
637406,"RETTIG, Ted",Level 6: Elevator Lobby Wall,n.d.,charcoal on paper,"76 x 60 cm / 30"" x 23 5/8""",work on paper,,,,,
635021,"REUBEN, John",Broken Earth  25/60,1980,serigraph,"sight: 70.5 x 50.8 cm / 27 3/4"" x 20""; image: 55.2 x 36.8 cm / 21 3/4"" x 14 1/2""",work on paper,,,,,
635023,"REUBEN, John",Migration  AP,1979,serigraph,"sight: 69.2 x 74.9 cm / 27 1/4"" x 29 1/2""; image: 53.3 x 61 cm / 21"" x 24""",work on paper,,,,,
692949,"REVELL, William",Woodland Dell,1895,watercolour on paper,"101.6 x 68.6 cm / 40"" x 27""",work on paper,,,,,
658560,"REYNOLDS, John McCombe",Gwendolyn MacEwen,c. 1973,bronze,"30.5 x 25.5 x 25.5 cm / 12"" x 10"" x 10""",bust,,,,,
658559,"REYNOLDS, John McCombe",Kazuo Nakamura,c. 1973,bronze,"35.5 x 28 x 23 cm / 14"" x 11"" x 9""",bust,,,,,
658561,"REYNOLDS, John McCombe",Prof. Barker Fairley,c. 1973,bronze,"28 x 25.5 x 23 cm / 11"" x 10"" x 9""",bust,,,,,
623343,"RICHARDS, Phil",Families,1979,acrylic on canvas,"54 x 120 cm / 21 1/4"" x 47 1/4""",painting,,,,,
636647,"RICHARDS, Phil",Family Court,n.d.,mixed media,"203.2 x 279.4 x 23.5 cm / 80"" x 110"" x 9 1/4""",mixed media,,,,,
633770,"RICHARDS, Phil",Family Court [maquette],c. 1983,mixed media,"sight: 34.9 x 57.2 x 5.1 cm / 13 3/4"" x 22 1/2"" x 2""; image: 28.6 x 38.1 x 3.2 cm / 11 1/4"" x 15"" x 1 1/4""",mixed media,,,,,
633127,"RICHARDS, Phil",Health Care in Ontario [maquette],c. 1983,mixed media,"54 x 61 x 7 cm /21 1/4"" x 24"" x 2 3/4""",mixed media,,,,,
100094,"RICHARDS, Phil","Hon. Robert Keith Rae, BA, B Phil, LL B, LL D [Premier, 1990-1995]",1998,acrylic on canvas,"158.7 x 127 cm / 62 1/2"" x 50""; frame: 179.5 x 147.5 cm / 70 3/4"" x 58.1""",portrait,,,,,
619935,"RICHARDSON, Gayle",Autumn Banquet  8/9,1976,etching,"sight: 55.9 x 67.3 cm / 22"" x 26 1/2""; image: 44.5 x 60.3 cm / 17 1/2"" x 23 3/4""",work on paper,,,,,
632649,"RICHARDSON, Gayle","Moon, Sand, Starfish  2/15",1982,etching,"sight: 47 x 62.9 cm / 18 1/2"" x 24 3/4""; image: 44.5 x 60.3 cm / 17 1/2"" x 23 3/4""",work on paper,,,,,
634462,"RIPPLINGER, Henry K.",Early Winter  82/200,1982,serigraph,"sight: 60.3 x 80 cm / 23 3/4"" x 31 1/2""; image: 40 x 62.2 cm / 15 3/4"" x 24 1/2""",work on paper,,,,,
634463,"RIPPLINGER, Henry K.",Heading to the Rink  59/200,1982,serigraph,"sight: 89.5 x 69.2 cm / 35 1/4"" x 27 1/4""; image: 69.8 x 50.8 cm / 27 1/2"" x 20""",work on paper,,,,,
637407-01,"ROBBIE, Enid","Untitled [maquette, part 1 of 5]",n.d.,mixed media,"62 x 91.5 cm / 24 3/8"" x 36""",mixed media,,,,,
637407-02,"ROBBIE, Enid","Untitled [maquette, part 2 of 5]",n.d.,watercolour on paper,"62 x 91.5 cm / 24 3/8"" x 36""",work on paper,,,,,
637407-03,"ROBBIE, Enid","Untitled [maquette, part 3 of 5]",n.d.,watercolour on paper,"62 x 91.5 cm / 24 3/8"" x 36""",work on paper,,,,,
637407-04,"ROBBIE, Enid","Untitled [maquette, part 4 of 5]",n.d.,ink drawing,"62 x 91.5 cm / 24 3/8"" x 36""",work on paper,,,,,
637407-05,"ROBBIE, Enid","Untitled [maquette, part 5 of 5]",n.d.,watercolour on paper,"62 x 91.5 cm / 24 3/8"" x 36""",work on paper,,,,,
